Energy_rel_Fermi(eV),DOS(states/eV)
-2.559486892802564917e+00,4.197656231354416957e-43
-2.553702741632389639e+00,4.197656231354416957e-43
-2.547918590462214361e+00,4.197656231354416957e-43
-2.542134439292039083e+00,4.197656231354416957e-43
-2.536350288121863805e+00,4.197656231354416957e-43
-2.530566136951688527e+00,4.197656231354416957e-43
-2.524781985781513249e+00,4.197656231354416957e-43
-2.518997834611337971e+00,4.197656231354416957e-43
-2.513213683441162694e+00,4.197656231354416957e-43
-2.507429532270987416e+00,4.197656231354416957e-43
-2.501645381100812138e+00,4.197656231354416957e-43
-2.495861229930636860e+00,4.197656231354416957e-43
-2.490077078760461582e+00,4.197656231354416957e-43
-2.484292927590286304e+00,4.197656231354416957e-43
-2.478508776420111026e+00,4.197656231354416957e-43
-2.472724625249935748e+00,4.197656231354416957e-43
-2.466940474079760470e+00,4.197656231354416957e-43
-2.461156322909585192e+00,4.197656231354416957e-43
-2.455372171739409914e+00,4.197656231354416957e-43
-2.449588020569234637e+00,4.197656231354416957e-43
-2.443803869399059359e+00,4.197656231354416957e-43
-2.438019718228884081e+00,4.197656231354416957e-43
-2.432235567058708803e+00,4.197656231354416957e-43
-2.426451415888533525e+00,4.197656231354416957e-43
-2.420667264718358247e+00,4.197656231354416957e-43
-2.414883113548182969e+00,4.197656231354416957e-43
-2.409098962378007691e+00,4.197656231354416957e-43
-2.403314811207832413e+00,4.197656231354416957e-43
-2.397530660037657135e+00,4.197656231354416957e-43
-2.391746508867481857e+00,4.197656231354416957e-43
-2.385962357697306579e+00,4.197656231354416957e-43
-2.380178206527131302e+00,4.197656231354416957e-43
-2.374394055356956024e+00,4.197656231354416957e-43
-2.368609904186780746e+00,4.197656231354416957e-43
-2.362825753016605468e+00,4.197656231354416957e-43
-2.357041601846430190e+00,4.197656231354416957e-43
-2.351257450676254912e+00,4.197656231354416957e-43
-2.345473299506079634e+00,4.197656231354416957e-43
-2.339689148335904356e+00,4.197656231354416957e-43
-2.333904997165729078e+00,4.197656231354416957e-43
-2.328120845995553800e+00,4.197656231354416957e-43
-2.322336694825378522e+00,4.197656231354416957e-43
-2.316552543655203245e+00,4.197656231354416957e-43
-2.310768392485027967e+00,4.197656231354416957e-43
-2.304984241314852689e+00,4.197656231354416957e-43
-2.299200090144677411e+00,4.197656231354416957e-43
-2.293415938974502133e+00,4.197656231354416957e-43
-2.287631787804326855e+00,4.197656231354416957e-43
-2.281847636634151577e+00,4.197656231354416957e-43
-2.276063485463976299e+00,4.197656231354416957e-43
-2.270279334293801021e+00,4.197656231354416957e-43
-2.264495183123625743e+00,4.197656231354416957e-43
-2.258711031953450465e+00,4.197656231354416957e-43
-2.252926880783275188e+00,4.197656231354416957e-43
-2.247142729613099910e+00,4.197656231354416957e-43
-2.241358578442924632e+00,4.197656231354416957e-43
-2.235574427272749354e+00,4.197656231354416957e-43
-2.229790276102574076e+00,4.197656231354416957e-43
-2.224006124932398798e+00,4.197656231354416957e-43
-2.218221973762223520e+00,4.197656231354416957e-43
-2.212437822592048242e+00,4.197656231354416957e-43
-2.206653671421872964e+00,4.197656231354416957e-43
-2.200869520251697686e+00,4.197656231354416957e-43
-2.195085369081522408e+00,4.197656231354416957e-43
-2.189301217911347130e+00,4.197656231354416957e-43
-2.183517066741171853e+00,4.197656231354416957e-43
-2.177732915570996575e+00,4.197656231354416957e-43
-2.171948764400821297e+00,4.197656231354416957e-43
-2.166164613230646019e+00,4.197656231354416957e-43
-2.160380462060470741e+00,4.197656231354416957e-43
-2.154596310890295463e+00,4.197656231354416957e-43
-2.148812159720120185e+00,4.197656231354416957e-43
-2.143028008549944019e+00,4.197656231354416957e-43
-2.137243857379768741e+00,4.197656231354416957e-43
-2.131459706209593463e+00,4.197656231354416957e-43
-2.125675555039418185e+00,4.197656231354416957e-43
-2.119891403869242907e+00,4.197656231354416957e-43
-2.114107252699067629e+00,4.197656231354416957e-43
-2.108323101528892352e+00,4.197656231354416957e-43
-2.102538950358717074e+00,4.197656231354416957e-43
-2.096754799188541796e+00,4.197656231354416957e-43
-2.090970648018366518e+00,4.197656231354416957e-43
-2.085186496848191240e+00,4.197656231354416957e-43
-2.079402345678015962e+00,4.197656231354416957e-43
-2.073618194507840684e+00,4.197656231354416957e-43
-2.067834043337665406e+00,4.197656231354416957e-43
-2.062049892167490128e+00,4.197656231354416957e-43
-2.056265740997314850e+00,4.197656231354416957e-43
-2.050481589827139572e+00,4.197656231354416957e-43
-2.044697438656964295e+00,4.197656231354416957e-43
-2.038913287486789017e+00,4.197656231354416957e-43
-2.033129136316613739e+00,4.197656231354416957e-43
-2.027344985146438461e+00,4.197656231354416957e-43
-2.021560833976263183e+00,4.197656231354416957e-43
-2.015776682806087905e+00,4.197656231354416957e-43
-2.009992531635912627e+00,4.197656231354416957e-43
-2.004208380465737349e+00,4.197656231354416957e-43
-1.998424229295562071e+00,4.197656231354416957e-43
-1.992640078125386793e+00,4.197656231354416957e-43
-1.986855926955211515e+00,4.197656231354416957e-43
-1.981071775785036237e+00,4.197656231354416957e-43
-1.975287624614860960e+00,4.197656231354416957e-43
-1.969503473444685682e+00,4.197656231354416957e-43
-1.963719322274510404e+00,4.197656231354416957e-43
-1.957935171104335126e+00,4.197656231354416957e-43
-1.952151019934159848e+00,4.197656231354416957e-43
-1.946366868763984570e+00,4.197656231354416957e-43
-1.940582717593809292e+00,4.197656231354416957e-43
-1.934798566423634014e+00,4.197656231354416957e-43
-1.929014415253458736e+00,4.197656231354416957e-43
-1.923230264083283458e+00,4.197656231354416957e-43
-1.917446112913108180e+00,4.197656231354416957e-43
-1.911661961742932903e+00,4.197656231354416957e-43
-1.905877810572757625e+00,4.197656231354416957e-43
-1.900093659402582347e+00,4.197656231354416957e-43
-1.894309508232407069e+00,4.197656231354416957e-43
-1.888525357062231791e+00,4.197656231354416957e-43
-1.882741205892056513e+00,4.197656231354416957e-43
-1.876957054721880347e+00,4.197656231354416957e-43
-1.871172903551705069e+00,4.197656231354416957e-43
-1.865388752381529791e+00,4.197656231354416957e-43
-1.859604601211354513e+00,4.197656231354416957e-43
-1.853820450041179235e+00,4.197656231354416957e-43
-1.848036298871003957e+00,4.197656231354416957e-43
-1.842252147700828679e+00,4.197656231354416957e-43
-1.836467996530653402e+00,4.197656231354416957e-43
-1.830683845360478124e+00,4.197656231354416957e-43
-1.824899694190302846e+00,4.197656231354416957e-43
-1.819115543020127568e+00,4.197656231354416957e-43
-1.813331391849952290e+00,4.197656231354416957e-43
-1.807547240679777012e+00,4.197656231354416957e-43
-1.801763089509601734e+00,4.197656231354416957e-43
-1.795978938339426456e+00,4.197656231354416957e-43
-1.790194787169251178e+00,4.197656231354416957e-43
-1.784410635999075900e+00,4.197656231354416957e-43
-1.778626484828901511e+00,4.197656231354416957e-43
-1.772842333658726233e+00,4.197656231354416957e-43
-1.767058182488550955e+00,4.197656231354416957e-43
-1.761274031318375677e+00,4.197656231354416957e-43
-1.755489880148200399e+00,4.197656231354416957e-43
-1.749705728978025121e+00,4.197656231354416957e-43
-1.743921577807849843e+00,4.197656231354416957e-43
-1.738137426637673677e+00,4.197656231354416957e-43
-1.732353275467498399e+00,4.197656231354416957e-43
-1.726569124297323121e+00,4.197656231354416957e-43
-1.720784973127147843e+00,4.197656231354416957e-43
-1.715000821956972565e+00,4.197656231354416957e-43
-1.709216670786797287e+00,4.197656231354416957e-43
-1.703432519616622010e+00,4.197656231354416957e-43
-1.697648368446446732e+00,4.197656231354416957e-43
-1.691864217276271454e+00,4.197656231354416957e-43
-1.686080066106096176e+00,4.197656231354416957e-43
-1.680295914935920898e+00,4.197656231354416957e-43
-1.674511763765745620e+00,4.197656231354416957e-43
-1.668727612595570342e+00,4.197656231354416957e-43
-1.662943461425395064e+00,4.197656231354416957e-43
-1.657159310255219786e+00,4.197656231354416957e-43
-1.651375159085044508e+00,4.197656231354416957e-43
-1.645591007914869230e+00,4.197656231354416957e-43
-1.639806856744693953e+00,4.197656231354416957e-43
-1.634022705574518675e+00,4.197656231354416957e-43
-1.628238554404343397e+00,4.197656231354416957e-43
-1.622454403234168119e+00,4.197656231354416957e-43
-1.616670252063992841e+00,4.197656231354416957e-43
-1.610886100893817563e+00,4.197656231354416957e-43
-1.605101949723642285e+00,4.197656231354416957e-43
-1.599317798553467007e+00,4.197656231354416957e-43
-1.593533647383291729e+00,4.197656231354416957e-43
-1.587749496213116451e+00,4.197656231354416957e-43
-1.581965345042941173e+00,4.197656231354416957e-43
-1.576181193872765895e+00,4.197656231354416957e-43
-1.570397042702590618e+00,4.197656231354416957e-43
-1.564612891532415340e+00,4.197656231354416957e-43
-1.558828740362240062e+00,4.197656231354416957e-43
-1.553044589192064784e+00,4.197656231354416957e-43
-1.547260438021889506e+00,4.197656231354416957e-43
-1.541476286851714228e+00,4.197656231354416957e-43
-1.535692135681538950e+00,4.197656231354416957e-43
-1.529907984511363672e+00,4.197656231354416957e-43
-1.524123833341188394e+00,4.197656231354416957e-43
-1.518339682171013116e+00,4.197656231354416957e-43
-1.512555531000837838e+00,4.197656231354416957e-43
-1.506771379830662561e+00,4.197656231354416957e-43
-1.500987228660487283e+00,4.197656231354416957e-43
-1.495203077490312005e+00,4.197656231354416957e-43
-1.489418926320136727e+00,4.197656231354416957e-43
-1.483634775149961449e+00,4.197656231354416957e-43
-1.477850623979786171e+00,4.197656231354416957e-43
-1.472066472809610893e+00,4.197656231354416957e-43
-1.466282321639435615e+00,4.197656231354416957e-43
-1.460498170469260337e+00,4.197656231354416957e-43
-1.454714019299085059e+00,4.197656231354416957e-43
-1.448929868128909781e+00,4.197656231354416957e-43
-1.443145716958734504e+00,4.197656231354416957e-43
-1.437361565788559226e+00,4.197656231354416957e-43
-1.431577414618383948e+00,4.197656231354416957e-43
-1.425793263448208670e+00,4.197656231354416957e-43
-1.420009112278033392e+00,4.197656231354416957e-43
-1.414224961107858114e+00,4.197656231354416957e-43
-1.408440809937682836e+00,4.197656231354416957e-43
-1.402656658767507558e+00,4.197656231354416957e-43
-1.396872507597332280e+00,4.197656231354416957e-43
-1.391088356427157002e+00,4.197656231354416957e-43
-1.385304205256981724e+00,4.197656231354416957e-43
-1.379520054086806446e+00,4.197656231354416957e-43
-1.373735902916631169e+00,4.197656231354416957e-43
-1.367951751746455891e+00,4.197656231354416957e-43
-1.362167600576280613e+00,4.197656231354416957e-43
-1.356383449406105335e+00,4.197656231354416957e-43
-1.350599298235930057e+00,4.197656231354416957e-43
-1.344815147065754779e+00,4.197656231354416957e-43
-1.339030995895579501e+00,4.197656231354416957e-43
-1.333246844725404223e+00,4.197656231354416957e-43
-1.327462693555228945e+00,4.197656231354416957e-43
-1.321678542385053667e+00,4.197656231354416957e-43
-1.315894391214878389e+00,4.197656231354416957e-43
-1.310110240044703112e+00,4.197656231354416957e-43
-1.304326088874527834e+00,4.197656231354416957e-43
-1.298541937704352556e+00,4.197656231354416957e-43
-1.292757786534177278e+00,4.197656231354416957e-43
-1.286973635364002000e+00,4.197656231354416957e-43
-1.281189484193826722e+00,4.197656231354416957e-43
-1.275405333023651444e+00,4.197656231354416957e-43
-1.269621181853476166e+00,4.197656231354416957e-43
-1.263837030683300888e+00,4.197656231354416957e-43
-1.258052879513125610e+00,4.197656231354416957e-43
-1.252268728342950332e+00,4.197656231354416957e-43
-1.246484577172775055e+00,4.197656231354416957e-43
-1.240700426002599777e+00,4.197656231354416957e-43
-1.234916274832424499e+00,4.197656231354416957e-43
-1.229132123662249221e+00,4.197656231354416957e-43
-1.223347972492073943e+00,4.197656231354416957e-43
-1.217563821321898665e+00,4.197656231354416957e-43
-1.211779670151723387e+00,4.197656231354416957e-43
-1.205995518981548109e+00,4.197656231354416957e-43
-1.200211367811371943e+00,4.197656231354416957e-43
-1.194427216641196665e+00,4.197656231354416957e-43
-1.188643065471021387e+00,4.197656231354416957e-43
-1.182858914300846109e+00,4.197656231354416957e-43
-1.177074763130670831e+00,4.197656231354416957e-43
-1.171290611960495553e+00,4.197656231354416957e-43
-1.165506460790320276e+00,4.197656231354416957e-43
-1.159722309620144998e+00,4.197656231354416957e-43
-1.153938158449969720e+00,4.197656231354416957e-43
-1.148154007279794442e+00,4.197656231354416957e-43
-1.142369856109619164e+00,4.197656231354416957e-43
-1.136585704939443886e+00,4.197656231354416957e-43
-1.130801553769268608e+00,4.197656231354416957e-43
-1.125017402599093330e+00,4.197656231354416957e-43
-1.119233251428918052e+00,4.197656231354416957e-43
-1.113449100258742774e+00,4.197656231354416957e-43
-1.107664949088567496e+00,4.197656231354416957e-43
-1.101880797918392219e+00,4.197656231354416957e-43
-1.096096646748216941e+00,4.197656231354416957e-43
-1.090312495578041663e+00,4.197656231354416957e-43
-1.084528344407866385e+00,4.197656231354416957e-43
-1.078744193237691107e+00,4.197656231354416957e-43
-1.072960042067515829e+00,4.197656231354416957e-43
-1.067175890897340551e+00,4.197656231354416957e-43
-1.061391739727165273e+00,4.197656231354416957e-43
-1.055607588556989995e+00,4.197656231354416957e-43
-1.049823437386814717e+00,4.197656231354416957e-43
-1.044039286216639439e+00,4.197656231354416957e-43
-1.038255135046464162e+00,4.197656231354416957e-43
-1.032470983876288884e+00,4.197656231354416957e-43
-1.026686832706113606e+00,4.197656231354416957e-43
-1.020902681535938328e+00,4.197656231354416957e-43
-1.015118530365763050e+00,4.197656231354416957e-43
-1.009334379195587772e+00,4.197656231354416957e-43
-1.003550228025412494e+00,4.197656231354416957e-43
-9.977660768552372161e-01,4.197656231354416957e-43
-9.919819256850619382e-01,4.197656231354416957e-43
-9.861977745148866603e-01,4.197656231354416957e-43
-9.804136233447113824e-01,4.197656231354416957e-43
-9.746294721745361045e-01,4.197656231354416957e-43
-9.688453210043608266e-01,4.197656231354416957e-43
-9.630611698341855487e-01,4.197656231354416957e-43
-9.572770186640102708e-01,4.197656231354416957e-43
-9.514928674938349928e-01,4.197656231354416957e-43
-9.457087163236597149e-01,4.197656231354416957e-43
-9.399245651534844370e-01,4.197656231354416957e-43
-9.341404139833091591e-01,4.197656231354416957e-43
-9.283562628131338812e-01,4.197656231354416957e-43
-9.225721116429586033e-01,4.197656231354416957e-43
-9.167879604727833254e-01,4.197656231354416957e-43
-9.110038093026080475e-01,4.197656231354416957e-43
-9.052196581324327695e-01,4.197656231354416957e-43
-8.994355069622574916e-01,4.197656231354416957e-43
-8.936513557920822137e-01,4.197656231354416957e-43
-8.878672046219069358e-01,4.197656231354416957e-43
-8.820830534517316579e-01,4.197656231354416957e-43
-8.762989022815563800e-01,4.197656231354416957e-43
-8.705147511113811021e-01,4.197656231354416957e-43
-8.647305999412058242e-01,4.197656231354416957e-43
-8.589464487710305463e-01,4.197656231354416957e-43
-8.531622976008552683e-01,4.197656231354416957e-43
-8.473781464306799904e-01,4.197656231354416957e-43
-8.415939952605047125e-01,4.197656231354416957e-43
-8.358098440903294346e-01,4.197656231354416957e-43
-8.300256929201541567e-01,4.197656231354416957e-43
-8.242415417499788788e-01,4.197656231354416957e-43
-8.184573905798036009e-01,4.197656231354416957e-43
-8.126732394096283230e-01,4.197656231354416957e-43
-8.068890882394530450e-01,4.197656231354416957e-43
-8.011049370692777671e-01,4.197656231354416957e-43
-7.953207858991024892e-01,4.197656231354416957e-43
-7.895366347289272113e-01,4.197656231354416957e-43
-7.837524835587519334e-01,4.197656231354416957e-43
-7.779683323885766555e-01,4.197656231354416957e-43
-7.721841812184013776e-01,4.197656231354416957e-43
-7.664000300482260997e-01,4.197656231354416957e-43
-7.606158788780508218e-01,4.197656231354416957e-43
-7.548317277078755438e-01,4.197656231354416957e-43
-7.490475765377002659e-01,4.197656231354416957e-43
-7.432634253675249880e-01,4.197656231354416957e-43
-7.374792741973497101e-01,4.197656231354416957e-43
-7.316951230271744322e-01,4.197656231354416957e-43
-7.259109718569991543e-01,4.197656231354416957e-43
-7.201268206868238764e-01,4.197656231354416957e-43
-7.143426695166485985e-01,4.197656231354416957e-43
-7.085585183464733205e-01,4.197656231354416957e-43
-7.027743671762980426e-01,4.197656231354416957e-43
-6.969902160061227647e-01,4.197656231354416957e-43
-6.912060648359474868e-01,4.197656231354416957e-43
-6.854219136657722089e-01,4.197656231354416957e-43
-6.796377624955969310e-01,4.197656231354416957e-43
-6.738536113254216531e-01,4.197656231354416957e-43
-6.680694601552463752e-01,4.197656231354416957e-43
-6.622853089850702091e-01,4.197656231354416957e-43
-6.565011578148949312e-01,4.197656231354416957e-43
-6.507170066447196533e-01,4.197656231354416957e-43
-6.449328554745443753e-01,4.197656231354416957e-43
-6.391487043043690974e-01,4.197656231354416957e-43
-6.333645531341938195e-01,4.197656231354416957e-43
-6.275804019640185416e-01,4.197656231354416957e-43
-6.217962507938432637e-01,4.197656231354416957e-43
-6.160120996236679858e-01,4.197656231354416957e-43
-6.102279484534927079e-01,4.197656231354416957e-43
-6.044437972833174300e-01,4.197656231354416957e-43
-5.986596461131421520e-01,4.197656231354416957e-43
-5.928754949429668741e-01,4.197656231354416957e-43
-5.870913437727915962e-01,4.197656231354416957e-43
-5.813071926026163183e-01,4.197656231354416957e-43
-5.755230414324410404e-01,4.197656231354416957e-43
-5.697388902622657625e-01,4.197656231354416957e-43
-5.639547390920904846e-01,4.197656231354416957e-43
-5.581705879219152067e-01,4.197656231354416957e-43
-5.523864367517399288e-01,4.197656231354416957e-43
-5.466022855815646508e-01,4.197656231354416957e-43
-5.408181344113893729e-01,4.197656231354416957e-43
-5.350339832412140950e-01,4.197656231354416957e-43
-5.292498320710388171e-01,4.197656231354416957e-43
-5.234656809008635392e-01,4.197656231354416957e-43
-5.176815297306882613e-01,4.197656231354416957e-43
-5.118973785605129834e-01,4.197656231354416957e-43
-5.061132273903377055e-01,4.197656231354416957e-43
-5.003290762201624275e-01,4.197656231354416957e-43
-4.945449250499871496e-01,4.197656231354416957e-43
-4.887607738798118717e-01,4.197656231354416957e-43
-4.829766227096365938e-01,4.197656231354416957e-43
-4.771924715394613159e-01,4.197656231354416957e-43
-4.714083203692860380e-01,4.197656231354416957e-43
-4.656241691991107601e-01,4.197656231354416957e-43
-4.598400180289354822e-01,4.197656231354416957e-43
-4.540558668587602043e-01,4.197656231354416957e-43
-4.482717156885849263e-01,4.197656231354416957e-43
-4.424875645184096484e-01,4.197656231354416957e-43
-4.367034133482343705e-01,4.197656231354416957e-43
-4.309192621780590926e-01,4.197656231354416957e-43
-4.251351110078838147e-01,4.197656231354416957e-43
-4.193509598377085368e-01,4.197656231354416957e-43
-4.135668086675332589e-01,4.197656231354416957e-43
-4.077826574973579810e-01,4.197656231354416957e-43
-4.019985063271827030e-01,4.197656231354416957e-43
-3.962143551570074251e-01,4.197656231354416957e-43
-3.904302039868321472e-01,4.197656231354416957e-43
-3.846460528166568693e-01,4.197656231354416957e-43
-3.788619016464815914e-01,4.197656231354416957e-43
-3.730777504763063135e-01,4.197656231354416957e-43
-3.672935993061310356e-01,4.197656231354416957e-43
-3.615094481359557577e-01,4.197656231354416957e-43
-3.557252969657804798e-01,4.197656231354416957e-43
-3.499411457956052018e-01,4.197656231354416957e-43
-3.441569946254299239e-01,4.197656231354416957e-43
-3.383728434552546460e-01,4.197656231354416957e-43
-3.325886922850793681e-01,4.197656231354416957e-43
-3.268045411149040902e-01,4.197656231354416957e-43
-3.210203899447288123e-01,4.197656231354416957e-43
-3.152362387745535344e-01,4.197656231354416957e-43
-3.094520876043782565e-01,4.197656231354416957e-43
-3.036679364342029785e-01,4.197656231354416957e-43
-2.978837852640277006e-01,4.197656231354416957e-43
-2.920996340938524227e-01,4.197656231354416957e-43
-2.863154829236771448e-01,4.197656231354416957e-43
-2.805313317535018669e-01,4.197656231354416957e-43
-2.747471805833265890e-01,4.197656231354416957e-43
-2.689630294131513111e-01,4.197656231354416957e-43
-2.631788782429760332e-01,4.197656231354416957e-43
-2.573947270728007553e-01,4.197656231354416957e-43
-2.516105759026254773e-01,4.197656231354416957e-43
-2.458264247324501994e-01,4.197656231354416957e-43
-2.400422735622749215e-01,4.197656231354416957e-43
-2.342581223920996436e-01,4.197656231354416957e-43
-2.284739712219243657e-01,4.197656231354416957e-43
-2.226898200517490878e-01,4.197656231354416957e-43
-2.169056688815738099e-01,4.197656231354416957e-43
-2.111215177113985320e-01,4.197656231354416957e-43
-2.053373665412232540e-01,4.197656231354416957e-43
-1.995532153710479761e-01,4.197656231354416957e-43
-1.937690642008726982e-01,4.197656231354416957e-43
-1.879849130306974203e-01,4.197656231354416957e-43
-1.822007618605221424e-01,4.197656231354416957e-43
-1.764166106903468645e-01,4.197656231354416957e-43
-1.706324595201715866e-01,4.197656231354416957e-43
-1.648483083499963087e-01,4.197656231354416957e-43
-1.590641571798210308e-01,4.197656231354416957e-43
-1.532800060096457528e-01,4.197656231354416957e-43
-1.474958548394704749e-01,4.197656231354416957e-43
-1.417117036692951970e-01,4.197656231354416957e-43
-1.359275524991199191e-01,4.197656231354416957e-43
-1.301434013289446412e-01,4.197656231354416957e-43
-1.243592501587684751e-01,4.197656231354416957e-43
-1.185750989885931972e-01,4.197656231354416957e-43
-1.127909478184179193e-01,4.197656231354416957e-43
-1.070067966482426414e-01,4.197656231354416957e-43
-1.012226454780673635e-01,4.197656231354416957e-43
-9.543849430789208554e-02,4.197656231354416957e-43
-8.965434313771680763e-02,4.197656231354416957e-43
-8.387019196754152972e-02,4.197656231354416957e-43
-7.808604079736625181e-02,4.197656231354416957e-43
-7.230188962719097390e-02,4.197656231354416957e-43
-6.651773845701569599e-02,4.197656231354416957e-43
-6.073358728684041807e-02,4.197656231354416957e-43
-5.494943611666514016e-02,4.197656231354416957e-43
-4.916528494648986225e-02,4.197656231354416957e-43
-4.338113377631458434e-02,4.197656231354416957e-43
-3.759698260613930643e-02,4.197656231354416957e-43
-3.181283143596402851e-02,4.197656231354416957e-43
-2.602868026578875060e-02,4.197656231354416957e-43
-2.024452909561347269e-02,4.197656231354416957e-43
-1.446037792543819478e-02,4.197656231354416957e-43
-8.676226755262916868e-03,4.197656231354416957e-43
-2.892075585087638956e-03,4.197656231354416957e-43
2.892075585087638956e-03,4.197656231354416957e-43
8.676226755262916868e-03,4.197656231354416957e-43
1.446037792543819478e-02,4.197656231354416957e-43
2.024452909561347269e-02,4.197656231354416957e-43
2.602868026578875060e-02,4.197656231354416957e-43
3.181283143596402851e-02,4.197656231354416957e-43
3.759698260613930643e-02,4.197656231354416957e-43
4.338113377631458434e-02,4.197656231354416957e-43
4.916528494648986225e-02,4.197656231354416957e-43
5.494943611666514016e-02,4.197656231354416957e-43
6.073358728684041807e-02,4.197656231354416957e-43
6.651773845701569599e-02,4.197656231354416957e-43
7.230188962719097390e-02,4.197656231354416957e-43
7.808604079736625181e-02,4.197656231354416957e-43
8.387019196754152972e-02,4.197656231354416957e-43
8.965434313771680763e-02,4.197656231354416957e-43
9.543849430789208554e-02,4.197656231354416957e-43
1.012226454780673635e-01,4.197656231354416957e-43
1.070067966482426414e-01,4.197656231354416957e-43
1.127909478184179193e-01,4.197656231354416957e-43
1.185750989885931972e-01,4.197656231354416957e-43
1.243592501587684751e-01,4.197656231354416957e-43
1.301434013289437530e-01,4.197656231354416957e-43
1.359275524991190309e-01,4.197656231354416957e-43
1.417117036692943088e-01,4.197656231354416957e-43
1.474958548394695868e-01,4.197656231354416957e-43
1.532800060096448647e-01,4.197656231354416957e-43
1.590641571798201426e-01,4.197656231354416957e-43
1.648483083499954205e-01,4.197656231354416957e-43
1.706324595201706984e-01,4.197656231354416957e-43
1.764166106903459763e-01,4.197656231354416957e-43
1.822007618605212542e-01,4.197656231354416957e-43
1.879849130306965321e-01,4.197656231354416957e-43
1.937690642008718100e-01,4.197656231354416957e-43
1.995532153710470880e-01,4.197656231354416957e-43
2.053373665412223659e-01,4.197656231354416957e-43
2.111215177113976438e-01,4.197656231354416957e-43
2.169056688815729217e-01,4.197656231354416957e-43
2.226898200517481996e-01,4.197656231354416957e-43
2.284739712219234775e-01,4.197656231354416957e-43
2.342581223920987554e-01,4.197656231354416957e-43
2.400422735622740333e-01,4.197656231354416957e-43
2.458264247324493113e-01,4.197656231354416957e-43
2.516105759026245892e-01,4.197656231354416957e-43
2.573947270727998671e-01,4.197656231354416957e-43
2.631788782429751450e-01,4.197656231354416957e-43
2.689630294131504229e-01,4.197656231354416957e-43
2.747471805833257008e-01,4.197656231354416957e-43
2.805313317535009787e-01,4.197656231354416957e-43
2.863154829236762566e-01,4.197656231354416957e-43
2.920996340938515345e-01,4.197656231354416957e-43
2.978837852640268125e-01,4.197656231354416957e-43
3.036679364342020904e-01,4.197656231354416957e-43
3.094520876043773683e-01,4.197656231354416957e-43
3.152362387745526462e-01,4.197656231354416957e-43
3.210203899447279241e-01,4.197656231354416957e-43
3.268045411149032020e-01,4.197656231354416957e-43
3.325886922850784799e-01,4.197656231354416957e-43
3.383728434552537578e-01,4.197656231354416957e-43
3.441569946254290358e-01,4.197656231354416957e-43
3.499411457956043137e-01,4.197656231354416957e-43
3.557252969657795916e-01,4.197656231354416957e-43
3.615094481359548695e-01,4.197656231354416957e-43
3.672935993061301474e-01,4.197656231354416957e-43
3.730777504763054253e-01,4.197656231354416957e-43
3.788619016464807032e-01,4.197656231354416957e-43
3.846460528166559811e-01,4.197656231354416957e-43
3.904302039868312590e-01,4.197656231354416957e-43
3.962143551570065370e-01,4.197656231354416957e-43
4.019985063271818149e-01,4.197656231354416957e-43
4.077826574973570928e-01,4.197656231354416957e-43
4.135668086675332589e-01,4.197656231354416957e-43
4.193509598377085368e-01,4.197656231354416957e-43
4.251351110078838147e-01,4.197656231354416957e-43
4.309192621780590926e-01,4.197656231354416957e-43
4.367034133482343705e-01,4.197656231354416957e-43
4.424875645184096484e-01,4.197656231354416957e-43
4.482717156885849263e-01,4.197656231354416957e-43
4.540558668587602043e-01,4.197656231354416957e-43
4.598400180289354822e-01,4.197656231354416957e-43
4.656241691991107601e-01,4.197656231354416957e-43
4.714083203692860380e-01,4.197656231354416957e-43
4.771924715394613159e-01,4.197656231354416957e-43
4.829766227096365938e-01,4.197656231354416957e-43
4.887607738798118717e-01,4.197656231354416957e-43
4.945449250499871496e-01,4.197656231354416957e-43
5.003290762201624275e-01,4.197656231354416957e-43
5.061132273903377055e-01,4.197656231354416957e-43
5.118973785605129834e-01,4.197656231354416957e-43
5.176815297306882613e-01,4.197656231354416957e-43
5.234656809008635392e-01,4.197656231354416957e-43
5.292498320710388171e-01,4.197656231354416957e-43
5.350339832412140950e-01,4.197656231354416957e-43
5.408181344113893729e-01,4.197656231354416957e-43
5.466022855815646508e-01,4.197656231354416957e-43
5.523864367517399288e-01,4.197656231354416957e-43
5.581705879219152067e-01,4.197656231354416957e-43
5.639547390920904846e-01,4.197656231354416957e-43
5.697388902622657625e-01,4.197656231354416957e-43
5.755230414324410404e-01,4.197656231354416957e-43
5.813071926026163183e-01,4.197656231354416957e-43
5.870913437727915962e-01,4.197656231354416957e-43
5.928754949429668741e-01,4.197656231354416957e-43
5.986596461131421520e-01,4.197656231354416957e-43
6.044437972833174300e-01,4.197656231354416957e-43
6.102279484534927079e-01,4.197656231354416957e-43
6.160120996236679858e-01,4.197656231354416957e-43
6.217962507938432637e-01,4.197656231354416957e-43
6.275804019640185416e-01,4.197656231354416957e-43
6.333645531341938195e-01,4.197656231354416957e-43
6.391487043043690974e-01,4.197656231354416957e-43
6.449328554745443753e-01,4.197656231354416957e-43
6.507170066447196533e-01,4.197656231354416957e-43
6.565011578148949312e-01,4.197656231354416957e-43
6.622853089850702091e-01,4.197656231354416957e-43
6.680694601552454870e-01,4.197656231354416957e-43
6.738536113254207649e-01,4.197656231354416957e-43
6.796377624955960428e-01,4.197656231354416957e-43
6.854219136657713207e-01,4.197656231354416957e-43
6.912060648359465986e-01,4.197656231354416957e-43
