iteration,energy_eV,fmax_eV_A,time_s
0,-15.222920268706796,0.7922809106382296,52.46250820159912
1,-15.222920268706796,0.7922809106382296,52.465744733810425
2,-15.212453881440183,1.6726582004388844,85.46539044380188
3,-15.225422436653043,0.05372386925500703,114.37120866775513
4,-15.225435120068026,0.016834836782342804,131.88456177711487
