iteration,energy_eV,fmax_eV_A,time_s
0,-19.60426973442471,0.5389360383175965,0.03699493408203125
1,-19.60426973442471,0.5389360383175965,0.039879798889160156
2,-19.610601020877485,0.11602982166477327,43.02048349380493
3,-19.61080489764197,0.03939176680745292,81.7041404247284
4,-19.610831110382918,0.018382350219873365,107.12670516967773
