iteration,energy_eV,fmax_eV_A,time_s
0,-6.748172319859076,0.3892648487259091,37.67369794845581
1,-6.748172319859076,0.3892648487259091,37.676331996917725
2,-6.7502661523755885,0.0072703778396681655,59.273415088653564
