iteration,energy_eV,fmax_eV_A,time_s
0,-24.007134192441804,0.15858079070047973,0.09322595596313477
1,-24.007134192441804,0.15858079070047973,0.0957326889038086
2,-24.008232311725788,0.08372851212898814,34.42646789550781
3,-24.008652197021988,0.000950641581395285,69.30691313743591
